Charge Code Description,Rate
THREADED BB TAK,213.5
2.0MM TRIM IT DRILL PIN,450
AIRWAY SUPREME LMA SZ1,30.6
AIRWAY SUPREME LMA SZ 1.5,30.6
AIRWAY SUPREME LMA SZ 2.5,72
"NEEDLE TURKEL 8FR X 3 1/2""",160.97
ACHILLES SPEED BRIDGE KIT,"3,729.00"
TUBE TRACH FASTRACH 7.0 LMA,150.75
BOOT WALKING CAM-LG,131.32
BOOT WALKING CAM-SM,131.32
BOOT WALKING CAM-MED,131.32
BOOT WALKING CAM-XL,122.8
NEEDLE SPINAL 22GX7,23.9
PILLOW ABDUCTION LG,79.52
PILLOW HEAD POSITIONING OR,14.09
TUBE TRACH REINFORCED 7.0,42.75
TUBE TRACH REINFORCED 7.5,42.75
TUBE TRACH REINFORCED 8.0,42.75
I - GUARD EYE PROTECTOR,24.3
CANNULATED DRILL  2.2,341.25
PIP DART 2.5MMX30MM,"1,275.00"
VALVE PEEP 30MM,19.58
NEEDLE SPINAL 20GX3-1/2,3
NEEDLE SPINAL 22GX1-1/2,3
"DRESSING UNNA BOOT 4""",23.58
IOL OPTHAL PACKS,890
YAG LASER,225
INTRAOCULAR LENSES,225
4.0 X 18mm CANCELLOUS SCREW,193.5
16mm MICRO SCREW,738.5
DRILL 2.0,341.25
30MM MICRO HEADLESS SCREW,738.5
TRACH INTRODUCER BOUGIE PEDI,42.26
CHEST SEAL HYFIN VENT,51.87
SPLINT RESTING HAND SM RIGHT SOFT PRO,155.25
SUPPORT KNEE ELASTIC XS,35.82
BARD VENTRALEX  MEDIUM CIRCLE,593
HANDLE LIGHT DISPOSABLE PURPLE STERILE,9.18
DRESSING ALGINATE SILVER PAD,29.43
RADIAL JAW FORCEP BIOPSY 3.2MM,105
NEEDLE INJECTION,133
STIMUBLAST 2.5CC BONE PUTTY,943.5
CRUSHED 5CC CANCELLOUS BONE CHIPS,330.75
MICROSCREW 14MM,900
GIUDE WIRE,72
DRILL,633.5
BALLOON KIDNEY SHAPE,607.25
TROCAR SRTUCTURAL BALLOON,423.5
STAPLER PROXIMATE ACCESS 55,357.34
BRACE HINGED KNEE LG,72.77
"QCKFIX SCRW,TI,CANN ST,CANC 4.0X24MM",413
"QCKFIX SCRW,TI CANN ST,CANC 4.0X48MM",413
"QCKFIX SCRW,TI,CANC,PT3.0X40MM",376.26
"QCKFIX SCRW,TI,CANC,PT3.0X44MM",376.25
"QCKFIX SCRW,TI,CANC,PT 3.0X48MM",376.25
"G-WIRE W/TRCR TIP .045"" W/LASER LINE",75.25
COUNTERSINK 3.0MM CANNULATED,306.25
CANNULATED DRILL BIT 2.0MM(AO),306.25
EUCERIN CREAM 16 oz,39.04
MESH SURGICAL WN,743.75
BLANKET DISPOSABLE GRAY40X80,14.9
TUBE TRACH PEDI 4.5 SHILEY,118.48
VISOELASTIC CELLUGEL,106.25
TUBE PEG STAND PULL 20 FR W/O LIDOCAIN,341.67
SENSOR NONINTUBATED  ADAPTER,40.63
SENSOR INTUBATED ADAPTER PROBE,43.56
FILTER HUMID-VENT,14.99
MONOPTY CORE BIOPSY INSTRUMENT,84
ESOPHAGEAL INTUBATION DEVICE,12.64
"QCKFIX SCRW,TI,CANN.,PT,2.0X30MM",350
"GUIDEWIRE,0.86MM W/ LASER LINE,SS",75.25
"COUNTERSINK,2.0/2.4MM, CANNULATED",306.25
"BB-TAK, THREADED",660
C-LINE ENDOSCOPIC SOFT TISSUE REL INST,213.5
3.0 X 16MM VAL CSREW TI,500.5
"3.0 X 18MM VAL SCREW, TI",350
.062 GUIDE WIRE W/ TROCAR TIP,75.25
LO-PRO MTP PLT TM CONTRD SHT R TI,"1,714.50"
"METATARSAL REAMER, 16MM",787.5
ELECTRODE 3/PK  OR,3
"QCKFIX SCREW,TI,CANC,PT,3.0X36mm",376.25
"COMFORT FT SCREW.3.5 MINI,14mm LGTH",738.5
"COMFORT FT SCREW,3.5mini,20mm LGTH",738.5
"2.0mm DRILL BIT,CMP FT,CALIBRATED",341.25
".045"" GUIDE WIRE TROCAR TIP",110.25
MINI DRILL CMP FT,262.5
"COMFORT FT SCREW,3.5mm, 18mmLGTH",738.5
BLADE SHAVE BIOPSY,7.68
SUPPORT LT MED WRIST/THUMB,51.88
WOUND IRRIGATOR,3
SPLINT LT LG THUMB/WRIST,51.88
SPLINT LT SM THUMB/WRIST,51.88
SPLINT LT XLG MED THUMB/WRIST,51.88
SPLINT LT XSM THUMB/WRIST,51.88
SPLINT RT LG THUMB/WRIST,51.6
SPLINT RT MED THUMB/WRIST,51.6
SPLINT RT SM THUMB/WRIST,51.6
SPLINT RT XLG THUMB/WRIST,51.6
SPLINT RT XSM THUMB/WRIST,51.6
BAG 500ML BSS PLUS,172.78
VIBRAPEP SPIROMETER,89.25
"BELT GAIT 60""",13.3
"BELT GAIT 72""",16.03
BIOPSY MONOTNY,125
MTP PLATE SHORT,"1,714.50"
METATARAL REAMER,787.5
PHALANGEAL REAMER,787.5
VAL LOCKING SCREW 3.0 X 20,350
VAL LOCKING SCREW 3.0 X 22,350
VISCOLASTIC DUOVISC-VISCOAT,175.91
"TEGADERM 2"" NO PAD",3
COMPR FT SCREW 3.5 MINI 22MM,738.5
DRILL BIT CANNULATED 1.7MM,306.25
GUIDE WIRE TROCAR THREADED 0.86MM,129.5
PROFILE DRILL MINI CMP FT,262.5
BIOCOMPOSITE ACHILLES SPEEDBRIDGE w/ JUM,"4,275.00"
3.0 X 14MM VAL SCREW,350
PHALANGEAL REAMER 16MM,787.5
LO PRO MTP PLT TM CONTRD SHT L TI,"1,714.00"
MALGOGIN RING 6.25,306.25
"QCKFIX,SCRW,TI,CANN,PT,2.0X28MM",350
"QUICKFIX SCREW, TI CANN, PT,2.4 X 34MM",364
TIP 3MM POLIMER,77
ALLOSYNC DBM PUTTY 2.5cc,943.5
TED HOSE THIGH HIGH X2,32
CROUPETTE PER FOUR (4) HO,70
IPPB/NEB/MDI,103
NASOTRACHEAL SUCTION,66
Arterial/Venous Puncture,32
BIPAP/VENT MGMT INITITIAL DAY,"1,129.00"
CPAP PER DAY,204
PERCUSSION TREATMENT INIT,40
PERCUSSION TREATMENT SUBS,66
BIPAP/VENT MGMT SUB DAY,927
CONT INH TX W/MED FST HR,38
COLD AEROSOL FIRST HOUR,18
COLD AEROSOL PER HOUR,15.5
COLD AEROSOL INC 02 MAXIM,92.61
BREATHING EXERCISES,18
CPR,675
ENDO-TRACH INTUBATION,308
PULSE OX- CONTINUOUS,80
BBD PULMONARY FUNCTION TE,247
BBD & ABD PULMONARY FUNCT,453
STRESS TEST TRACING ONLY,400
HOLTER MONITOR RECORDING,253
ARTERIAL BLOOD GAS W/O,239.28
INCENTIVE SPIROMETRY S,16.04
INCENTIVE SPIRO SETUP,80
OXYGEN EQUIPMENT,67
OXYGEN PER HOUR,14.25
OXYGEN SATS MULTIPLE DURING AMBULATION,151.08
CO2 MONITOR PER USE,32
MECHANICAL CHEST WALL OSCILL,153.9
ABG ANALYSIS,239.28
BLOOD GASES ANY COMBINATION,223.21
"Electrocard, at least 12 leads w/interp",121.28
EKG 12 LEAD TRACING,210.95
EEG AWAKE AND DROWSY,342
#ORTHOTIC FIT & TRIM PER,38.59
#THERAPEUTIC PROC GROUP,28
PHONOPHORESIS/ULTRASOUND,38.59
ULTRASOUND/ELECTRICAL STI,38.59
BIOFEEDBACK TRAINING BY M,44
THERAPEUTIC ACTIVITIES EA,58
THERAPEUTIC PROC EA 15 MI,28
#MANUAL THERAPY TECH EA 1,39
#ULTRASOUND EA 15 MINS.,32
#ELECTRIC STIMULATION;UNA,32
#ELECTRICAL STIMULATION P,31.48
#MASSAGE EACH 15MINS,49.61
IONTOPHORESIS (EACH 15MIN,40
CRYOTHERAPY,24.7
#PARAFFIN BATH,31.48
"#TRACTION,MECHANICAL;CERV",27.78
GAIT TRAINING W/STAIR EA,56
DEBRIDEMENT SELECTIVE <20,92
NEGPRESSR WOUND TX DAY 1,188
NEUROMUSC RE-ED EA 15 MIN,58
PHYSICAL THERAPY RE-EVALU,64
PHYSICAL THERAPY EVALUATI,126
NEG PRESS WOUND TX </=50 CM,283.5
NEG PRESSR WOUND TX DAY SUBSEQUENT DAY,64
NEG PRSSR WOUND TX REPLACEMENT CANNISTER,40
NEG PRESS WOUND TX HOSE SUBSEQUENT SET,40
NEG PRESSR WOUND TX SUBSEQUENT DRESSINGS,64
SPEECH THERAPY SESSION,181.91
SPEECH THERAPY EVALUATION,181.91
OCCUPATIONAL THERAPY EVAL,164.64
MOBILITY MOVING AROUND,58
CARDIAC REHAB W/MONITOR P,110
OV NEW PT LEVEL3,148
CARDIAC STRESS TEST,550
ESOPHAGUS PROCEDURE,500
DESTRUCTION LESION,84
DESTRUCTION LESION,84
CRITICAL CARE 30-74 MI,480
COLONOSCOPY FLEX W/BX,"1,102.00"
EGD W/BIOPSY,140.74
COLONOSCOPY RMVE POLYP,"1,380.00"
APPENDECTOMY,"1,704.00"
RPR RECURRENT ING HERN,"1,384.00"
ORCHIECTOMY SIMPLE,"1,263.00"
LAP CHOLECYSTECTOMY,650.56
RPR HERNIA ING INIT >5Y,"1,703.00"
AMP FINGER/THUMB,"1,116.00"
RPR HERNIA UMB INCAR 5,"1,750.00"
CHOLECYSTECOMY;W/CHOL,"2,685.00"
EXC FC/E/NOSE 2.1-3.0,441
LAP APPENDECTOMY,"1,865.00"
D&C POSTPARTUM,306
BRONCHOSCOPE DX W/WO W,541
THYROID LOBECTOMY TOTA,"1,376.00"
CARPAL TUNNEL REPAIR,"1,409.00"
EGD DIAGNOSTIC,700
SIGMOIDOSCOPY FLEX DX,218
BX EX LYMPH NODES OPEN,500
RPR HERNIA INGUINAL RE,"2,023.00"
RPR ING HERNIA INCARCE,"1,989.00"
EGD W/BALLOON DILATION,325
EGD W/RMVL POLYP SNARE,"1,063.00"
EGD W/RMVL POLYP,"1,085.00"
LAP ABD DIAGNOSTIC,"1,272.00"
AMP THIGH THRU FEMUR,"1,500.00"
SALPINGO-OOPHORECTOMY,"2,344.00"
INSERT CV TUNNELED CAT,"1,504.00"
D&C NONOBSTETRICAL,816
"EXC LES SCLP,NCK/H/F 0",169
LAP/SURG W/FILGN OVIDU,627
RPRINTSCLP/TRNK/EXT 7.,569
LAP HERNIA UNLISTED,"2,113.00"
AMP TOE METARSO JOINT,742
CHOLECYSTECTOMY OPEN,"2,585.00"
RPR OF HAMMERTOE,950
"RPR HERNIA, INCARC OR","2,410.00"
LAP CHOLE W/CHOLANGIOG,"3,031.00"
EXC BEN LES TRNK ARM L,603
"RPR INT SCLP,TRNK EXT2",279
EXC LES SCLP/NCK/H/F0.,240
ENTERECTOMY RESECT SM,"2,510.00"
LAP PROC ABD PERI/OMEN,"1,350.00"
THORACENTESIS,702
"EXC TRNK,ARMS,LEGS 1.1",112.63
EXC CYST FIBROADN TUMO,"1,054.00"
"TONSILLECTOMY,PRIM/SEC",831
BX OF SKIN NECK,133
CHG GASTROSTOMY TUBE,177
EGD W/RMVL FOREIGN BOD,963
"EXC EAR,FACE,NOSE < .5",480
"EXC MAL LES EAR,FACE,N",480
I&D RMVE FB SUBQ SIMPL,211
"INC & DRNG ABCESS, SIM",185
EXC BENIGN LESION 3.1-,500
"EXC H-F-NK MARGIN, BEN",860
RPR BLADDER AND VAGINA,"1,250.00"
"EXC LESION ANUS, SIMPL",975
BIOPSY OF CERVIX,710
"REMOVAL FOREIGN BODY,",530
"CAPSULOTOMY,METATARSOP",490.75
"CORRECTION, HALLUX VAL",750
LAP RPR HERNIA INCARC/,"1,800.00"
E/R CRITICAL CARE,"1,034.00"
INC THROMBOSED HEMMORH,320
I&D ABCESS SMPLE/SINGL,370
I&D ABCESS COMPLEX,540
I & D PILONIDAL CYST C,488
I & D HEMATOMA,270
DEBRIDE EXT INFECT SKI,400
DEBRIDE SKIN PARTIAL T,198
DEBRIDE SKIN SUBQ TISS,425
EXC BEN LES 2.1 TO,900
"EXC BEN LES SCALP NCK,",870
"EXC MAL LES SCLP, NCK,",476
AVULSION NAIL PLATE SI,200
EXC NAIL PERMANENT REM,476
RPR SMPLE SCL/NCK/TRN2,200
RPR SMPLE SCL/NCK/TRN2,218
RPRSMPLE SCL/NCK/TRN7.,316
RPRSMPLE SCLNCKTRN 12.,340
RPR SMPLE FACE/EAR/EYE,275
RPR SMPLE FACE/EAR/EYE,250
RPR SMPLE FACE/EAR 5.1,278
"RPR SMPLE FACE/EAR,7.6",390
RPR INT SCLP TRNK EXT,569
RPR LAC 2.6-7.5CM NCK/,322
"RPR INT NCK, HANDS, FE",437
"RPR INT FCE,EAR,EYE <2",302
"RPR INT FCE,EAR,EYE 2.",388
DRESS/DEBRIDE BURN SMA,130
DRESS/DEBRIDE BURN MED,222
"DESTRUCT, BENIGN/PERMA",84
SPLINT FINGER STATIC A,128
ARTHROCENTESIS MAJOR J,250
CLSD TRT SHLDR DISLOCA,466
CLSD TRT COLLES FX W/M,934
CLSD TRT FINGER/THUMB,282
CLSD TRT W/MNP IP JNT,414
TX PATELLAR DISLOC W/O,534
CAST HAND LOW FOREARM,228
SPLINT ARM LONG APPLY,146.63
SPLINT ARM SHORT STATI,128
SPLINT LEG SHORT APPLY,128
SPLINT KNEE APPLY,128
CNTRL NOSE BLEED ANT S,158
ENDO-TRACH INTUBATION,308
INSERT CENTRAL VENOUS,586
DRAIN ABCESS DENTOALVE,222
PLCE GASTROSTOMY TUBE,"1,230.00"
NASO TUBE PLACEMENT,160
CHG GASTROSTOMY TUBE,262
I&D ABCESS PERIRECTAL,862
I&D ABCESS PERIANAL,592
ASPIRTN BLADDER; W/SUPRAPUBIC CATHETER,730
IN AND OUT CATH/ER,54
INSERT TEMP INDWELL CA,175
INSERT TEMP INDWELL CA,125
LUMBAR PUNCTURE DX,250
ESI LUMBAR,664
RMVE FB EYE CONJUNCT,43.31
RMVE FB EYE CORNEAL W/,42.03
RMVE FB EXT EAR,79.88
GASTRIC LAVAGE,153
CPR,525
ER PHYS LEVEL 1,90
ER PHYS LEVEL 2,142
ER PHYS LEVEL 3,215
ER PHYS LEVEL 4,305
ER PHYS LEVEL 5,545
ER PHYS CRITICAL CARE,540
RPR INC/VENT HERNIA REDUCIBLE,"3,200.00"
REV OF FOOT TENDON,750
DEST SKINLESION,84
REMOVL/EXPLORE/TREAT HAND JOINT (PRO),307.64
AMP LEG THRU TIBIAFIBULA RE-AMPUTATION,653.32
MOD SEDAT PHYS/QHP 5YRS/>,0
APPLICATION LONG LEG SPLINT,81.05
LAPARO-VAG HYST INCL T/O PRO,970.34
TUBE THORACOSTOMY INCLD WATER SEAL PRO,157.58
VASC EMBOLIZE/OCCLUDE BLEED (PRO),679.99
EGD DILATION GASTRIC/DUODENAL STRICTURE,179.05
TREAT HUMERUS FRACTURE (PRO),415.75
UNLISTED PROCEDURE COLON,35.88
REMOVAL OF RECTUM (PRO),"1,837.18"
PELVIC EXAMINATION W/ANESTHESIA (PRO),106.11
ANRCT XM SURG REQ ANES GENERAL (PRO),107.14
DEST PREMALIGNANT LESIONS LESS THAN 14,185
DESTBENIGN LESIONS 15 OR MORE,185
RPR RCURNT INC/VENT HERNI,"1,176.44"
GANGLION CYST WRIST,333.53
REPAIR S/N/A/GEN/TRK20.1-30.0CM,184.62
SURGICAL OPENING OF STOMACH (PRO),741
TREAT ELBOW DISLOCATION PRO,113.52
I&D Ear Complicated,426.74
I&D Ear Simple,364.9
GASTRIC PEXY,685
I & D OF VULVA/PERINEUM,104.73
LAPAROSCOPY BIOPSY PRO,343.26
COLON CA SCRN NOT HI RSK IND PRO,309.46
Exc Malig Les F/E/E/N/L/M 1.1-2.0 CM,"1,517.00"
SIGMOIDOSCOPY AND BIOPSY PRO,242.21
LAPAROSCOPY EXCISE LESIONS PRO,692.39
LARYNGOSCOPY FLEXIBLE DIAGNOSTIC,109.15
REMOVE FOREARM FOREIGN BODY,404.38
CRT HALLUX VALGUS(BUNION),225
EGD W/REMOVL OF STENT,963
TOTAL ABDOMINAL HYSTERECTOMY,"2,471.00"
Matrixectomy,225
CIRCUMCISION >28 DAYS,203.86
BX OF RECTUM,287.78
BX NECK/CHEST,254.82
Repair Laceration Forearm Complex,614.4
BIOPSY PROSTATE INCL IMAGING GUIDANCE,440
CYSTOSTOMY W/ DRAINAGE,290.78
"SLIT THICKNESS SKIN GRAFT, SINGLE 100CM",852.47
SPL SKN GRAFT SUBSE 100CM EA,840.92
REMOVAL SKIN TAGS,287.98
EXC HIP PELV >5CM,420
EXPLORATORY LAPAROTOMY,"1,948.00"
SKIN TISSUE PROCEDURE,325
BX SKIN ADD ON,75
BX OF BREAST-0PEN INCISION,"4,850.00"
COLONOSCOPY DX,997
ESI CERVICAL,230.35
Thyroid Partial Lobectomy w/w/o Isthmus,"1,500.00"
AMPUTATION LEG THROUGH TI,"2,498.00"
D&C DUE TO SPONTAANEOUS AB,971
LAPOROSCOPIC OOPHORECTOMY,"1,298.58"
Ileoscopy thru stoma w/w/o specimens,160
"Colectomy, Total, Abd W/O Proct w/ Ile","3,200.00"
Decompresssion Plantar Digital Nerve,950
Removal of Foot Lesion,491.64
Anoscopy Removal of Lesions,0
Fluoroscopic Guided Central Venous Dev,114.84
Repair Wound or Lesion,557.21
REMOVAL OF BONE FOR GRAFT,612.6
CYSTOSCOPY AND TREATMENT,380.7
REMOVAL OF EYE,"1,083.00"
REMOVE EYE/INSERT IMPLANT,"1,116.93"
REMOVE EYE/INSERT IMPLANT,"1,116.93"
REMOVE EYE/ATTACH IMPLANT,"1,252.14"
NEEDLE BIOPSY LIVER ADD-ON,0
EXPLORATION OF SCROTUM,405
REMOVAL OF HYDROCELE,526.63
SUBQ MASTECTOMY,658.82
Lap Enterolysis,965.73
"Colectomy, partial with anastomosis","3,200.00"
Rem lens material aspir tech 1 or more,457
GASTRORRHAPHY SUTURE DUOD GASTRIC ULCER,"1,339.51"
REMOVAL GANGLION CYST FOOT,307.13
"I&D Elbow, Complex",375
MASTECTOMY PARTIAL PRO,641.37
"Exploration, Neck",725
Mastectomy w/axillary lymphadenectomy,967.42
"Mastectomy, Simple, Complete","3,820.00"
Drainage Tonsil Abscess,296.77
"CYSTECTOMY, OVARIAN, LAPAROSCOPIC","1,626.56"
EXCISION BARTHOLIN CYST,400.02
COLECTOMY HARTMANN PROCEDURE,"2,638.68"
REMOVAL PORT A CATH,288.8
CLOSED TREATMENT METACARPAL PHALANGEAL D,256.99
"OOPHORECTOMY, PARTIAL OR TOTAL UNI OR BI","2,344.00"
VENTRAL HERNIA REPAIR,916.01
ASPIRATE PLEURA W/O IMAGING,244.01
ENTEROLSS FRING INTESTINL ADHESION SPX,"1,078.90"
DEBRDMT SKIN SUBQ NECRO INFCT ABD WALL,773.69
RPR 1ST FEM HRNA ANY AGE RED,"1,850.00"
EXC MAL LES S/N/H/F/G >,446
"EXCISION ILONODAL CYST, SIMPLE","1,824.31"
RPR RECTOCELE,664
COLPOPEXY EXTRAPERITONEAL,489.56
Sphincterotomy,"1,908.12"
EXC B9 LSN XCP SK TG S/N/H/F/G .4.0 CM,273.12
WEDGE BIOPSY OF LIVER,831.69
DRAIN NECK/CHEST LESION,"1,414.28"
INTMD RPR S/A/T/EXT 2.5 CM/<,225.55
DRAIN BLOOD FROM UNDER NAIL (PRO),31.82
INTMD RPR S/A/T/EXT 2.6-7.5,192.16
BIOPSY THIGH/KNEE SOFT TISSUES,192.16
DRAIN THIGH/KNEE LESION,491.6
EXC S/N/H/F/G MAL+MRG 2.1-3,290.88
LAP VENT/ABD HERNIA REPAIR,735.56
ANOSCOPY W/BX SINGLE/MULTIPLE,216.91
INSERT DRUG IMPLANT DEVICE (PRO),83.02
REMOVE DRUG IMPLANT DEVICE (PRO),99.4
REMOVE/REINSER DRUG IMPLANT DEVICE (PRO),220.52
INSERT IUD (PRO),70.65
REMOVE  IUD (PRO),92.28
CLOSED ELBOW DISLOCATION W/O ANES (PRO),324.61
ABDOM PARACENTESIS (PRO),74.15
CLOSED TX RADIAL SHAFT FRACTURE W/MANIPU,444.89
COLORECTAL SCRN; HI RISK IND PRO,309.17
N BLOCK OTHER PERIPHERAL (PRO),78.31
EXC TR-EXT MAL+MARG 2.1-3 CM (PRO),194.83
PUNCTURE ASPIRATION ABSCESS HEMAT (PRO),94.16
EXC FOREARM LES SC 3 CM/> (PRO),420.4
INJ TRIGGER POINT 1/2 MUSCL (PRO),37.92
GENITAL SURGERY PROCEDURE (PRO),279
EXC LESION TDN SHTH/JT CAPSL HAND/FNGR,328.43
REMOVE LIMB NERVE LESION,453.35
REMOVAL OF ANAL TAGS,171.89
DRAINAGE OF PILONIDAL CYST (PRO),101.08
REMOVE EXT HEM GROUPS 2+ (PRO),312.76
REMOVAL OF HEEL SPUR (PRO),359.35
VAGINAL HYSTERECTOMY (PRO),810.12
EXC HAND LES SC < 1.5 CM (PRO),328.26
EXC SHOULDER TUM DEEP < 5 CM (PRO),533.45
DRAIN/INJ JOINT/BURSA W/O US,37.52
EXC FACE-MM B9+MARG 3.1-4 CM,224.39
REMOVE IMPACTED EAR WAX UNI,13.46
BIOPSY OF UTERUS LINING,86.19
TREATMENT OF ANKLE FRACTURE,426.56
CMPLX RPR S/A/L 2.6-7.5 CM,266.26
TREAT METACARPAL FRACTURE,286.64
CMPLX RPR S/A/L ADDL 5 CM/>,85.73
ALL INCLUSIVE CHARGE (AIC),0
"I & D SIMPLE, SINGLE",113.74
BX SKIN SUBCUTNEOUS TISSU,118
"RMVL SKIN TAGS, 1-15",87.75
"EXC BEN LES TRUNK,ARMS,LE",122.74
EXC MAL LESION FACE >4.0CM,"1,864.27"
"EXC TRNK,ARMS,LEGS,5CM OR",225
"EXC BEN LES SCALP,NECK,HA",122.37
EXC BEN LES 0.6 TO 1.0 CM,240
"EXC FACE,EAR,NOSE 0.5CM O",135.21
EXC MAL LES 0.6 TO 1.0 CM,378.56
DESTRUCT 1ST LES,83.48
INJ TENDON SHEATH-LIGA,440
ARTHROCENTESIS MED JT,75
ARTHROCENTESIS MAJ JT,80.63
APPLY SPLINT FINGER,40
IUD REMOVAL,115
EAR IRRIGATION,194.6
DRUG SCREENING CUP,13.46
URINE PREGNANCY TEST/VISU,30
STREP A ASSAY W/OPTIC,80.83
OCCULT BLOOD STOOL TEST,25
MEDICARE SUBSEQUENT WELL PATIENT VISIT,177.74
BLOOD SUGAR GLUCOSE TEST,10
HEMOGLOBIN,36.28
TB TEST INTRADERMAL,20
PAP TEST,35
ADMIN VACCINE Pneumococcal,20
VACCINE/IMMUNIZATION OVER 18 YRS,14.85
ADDITIONAL ADM VACC/IMMUN,10
THS HEP A PED/ADOL VACCINE,0
TETANUS TOXOID INJ,45.9
NEW THSTEPS PREVENATIVE EXAM 65+ YEARS,120.66
ALLERGY INJECTION INITIAL,22.06
ALLERGY INJ. 2 OR MORE,32.06
"ADMIN THER, PROPHY, DIAG INJ",22.06
OV NEW PT LEVEL 1,48.57
OV NEW PT LEVEL 2,115.72
OV NEW PT LEVEL 3,142.86
OV NEW PT LEVEL 4,157.14
OV NEW PT LEVEL 5,285
OV EST PT LEVEL 1,48.57
CLINIC VISIT NO CHARGE,0
OV EST PT LEV 2,115.72
OFFICE VISIT FOLLOW UP,50
OV EST LEVEL3,142.86
OV EST PT LEV 4,157.14
OV EST PT LEV 5,290
OV CONSULT LEVEL 1,80
OV CONSULT LEVEL 2,110
OV CONSULT LEVEL 3,130
OV CONSULT LEVEL 4,175
OV CONSULT LEVEL 5,200
INIT NSG FAC CARE-LOW COM,150
INIT NSG FAC CARE-MOD COM,180
INIT NSG FAC CARE-HIGH CO,220
NSG FAC CARE-STRAIGHTFORW,120
NSG FAC CARE-LOW COMPLEXI,130
DOT PHYSICAL,100
NSG FAC CARE-MODERATE COM,160
ANNUAL ASSESSMENT LOW-MOD,250
NEW THSTEPS 01 YRS,120.66
NEW THSTEPS 01 TO 4 YRS,120.66
NEW THSTEPS 5 TO 11 YRS,120.66
NEW THSTEPS 12 TO 17 YRS,120.66
NEW THSTEPS 18 TO 39 YRS,120.66
EST THSTEPS 40 TO 64 YRS,120.66
EST THSTEPS 01 YRS,120.66
NEW THSTEPS 40 TO 64 YRS,120.66
EST THSTEPS 01 TO 4 YRS,120.66
NEW THSTEPS 65+ YRS,120.66
EST THSTEPS 5 TO 11 YRS,120.66
EST THSTEPS 12 TO 17 YRS,120.66
EST THSTEPS 18 TO 39 YRS,120.66
ANNUAL WELL PATIENT VISIT,225
HOSPITAL OUTPT CLINIC VISIT,142.86
OFFICE VISIT MEDICAID,142.86
POST OP FOLLOW UP VISIT,0
SPORT/SCHOOL PHYSICAL,25
MCHD EMPLOYEE PHYSICAL,90
GENERAL PHYSICIAL,75
INSURANCE PHYSICAL,75
NEBULIZER TXT,117.8
THS HUMAN PAPILOMAVIRUS (HPV),0
EKG INTERPRETATION,18
DESTRUCTION LESION,113.8
DRESSING CHANGE,20
THS HIB,0
HEAD START PHYSICAL,25
THS PNEUMOCOCCAL 13 VALENT,0
THS ROTAVIRUS,0
THS DTAP < 7,0
THS DTAP/IPV (Kinrix),0
THS MMR,0
THS POLIO VIRUS VACCINE,0
THS TDAP >7,0
THS VARICELLA VACCINE,0
THS DTAP/HEP B/IPV (PEDIRIX),0
THS MENINGOCOCCAL VACCINE,0
THS HEP B PED/ADOL 3 DOSE,0
VACCINE/IMMUNIZATION ADMIN THRU 18 YRS,14.85
ADDITIONAL VACCINE/IMM ADMIN THRU 18 YRS,10
THS VACCINE/IMM ADMIN THRU 18 YRS,14.85
THS ADD VACCINE/IMM ADMIN THRU 18 YRS,6.3
THS VACCINE/IMM ADMIN OVER 18 YRS,14.85
THS ADD VACCINE/IMM ADMIN OVER 18 YRS,6.3
NEW PT PERIODIC PREV VISIT 01 YRS,100
NEW PT PERIODIC PREV VISIT 01-04 YRS,100
NEW PATIENT PERIODIC PREV,100
NEW PT PERIODIC PREV VISIT 12-17 YRS,100
NEW PT PERIODIC PREV VISIT 18-39 YRS,100
NEW PT PERIODIC PREV VISIT 40-64 YRS,100
NEW PT PERIODIC PREV VISIT 65+ YRS,100
EST. PT PERIODIC PREV VISIT 01 YRS,100
EST. PT PERIODIC PREV VISIT 01-4 YRS,100
EST. PATIENT PERIODIC PRE,100
EST. PT PERIODIC PREV VISIT 12-17 YRS,100
EST. PT PERIODIC PREV VISIT 18-39 YRS,100
EST. PT PERIODIC PREV VISIT 40-64 YRS,100
EST. PT PERIODIC PREV VISIT 65+ YRS,100
THS FLU VACCINE (3 YEAR OR >),0
HOME VISIT NEW PATIENT LEVEL 2,115.72
HOME VISIT NEW PATIENT LEVEL 3,142.86
HOME VISIT NEW PATIENT LEVEL 4,157.14
HOME VISIT EST PATIENT LEVEL 1,48.57
HOME VISIT EST PATIENT LEVEL 2,115.72
HOME VISIT EST PATIENT LEVEL 3,142.86
HOME VISIT EST PATIENT LEVEL 4,157
HOME VISIT NEW PATIENT LEVEL 5,290
HOME VISIT NEW PATIENT LEVEL 1,48.57
EST SURGEON OV LEVEL 1,80
EST SURGEON OV LEVEL 2,134
EST SURGEON OV LEVEL 3,198
EST SURGEON OV LEVEL 4,267
EST SURGEON OV LEVEL 5,300
NEW SURGEON OV LEVEL 1,90
NEW SURGEON OV LEVEL 2,142
NEW SURGEON OV LEVEL 3,215
NEW SURGEON OV LEVEL 4,305
NEW SURGEON OV LEVEL 5,390
DESTRUCTION PREMALIGNANT LESIONS (2-14),7.5
URINE DIP STICK,25
GLUCOSE BLOOD TEST,20
AVULSION NAIL PLATE SI,142
ADMIN VACCINE/IMMUNIZA,20
Amikacin Trough,113.22
Mobility: current status,0.01
Mobility: goal status,0.01
Body position current status,0.01
Body position goal status,0.01
Carry: current status,0.01
Carry: goal status,0.01
