CDM Item Number,Revenue Code,Service ID,Service Mod1,Service Mod2,Service Mod3,Service Mod4,Service Description,Gross Charge,Discounted Cash Price,Minimum Negotiated Charge,Maximum Negotiated Charge,Payer Negotiated Charge: Aetna (Plan: All),Payer Negotiated Charge: Aetna Better Health of IL Illinicare (Plan: All),Payer Negotiated Charge: Blue Cross Blue Shield of IL (Plan: All),Payer Negotiated Charge: Blue Cross Blue Shield of IL MCD Rep (Plan: All),Payer Negotiated Charge: Cigna PPO (Plan: All),Payer Negotiated Charge: Health Alliance Medical Plans (Plan: All),Payer Negotiated Charge: Healthlink Inc. HMO (Plan: All),Payer Negotiated Charge: Healthlink PPO (Plan: All),Payer Negotiated Charge: IlliniCare MCD Rep DOS prior to 120120 (Plan: All),Payer Negotiated Charge: Medicaid Illinois (Plan: All),Payer Negotiated Charge: Medicare A IL J6 (Plan: All),Payer Negotiated Charge: Medicare B IL J6 (Plan: All),Payer Negotiated Charge: Meridian Health Plan of IL (Plan: All),Payer Negotiated Charge: Molina Healthcare of IL MCD Rep (Plan: All),Payer Negotiated Charge: Multiplan Inc. for American Family (Plan: All),Payer Negotiated Charge: United Healthcare (Plan: All)
5233,250,,,,,,ACTIDOSE WITH SORBITOL 25 GM/120ML PO LIQD [20585],77.3,77.3,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5238,250,,,,,,ASPIRIN 300 MG RE SUPP [693],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5246,636,J2310,,,,,NALOXONE HCL 2 MG/2ML IJ SOSY [152918],128.7,128.7,,,,,,,,,,,,,,,,,,
5249,250,,,,,,DIPYRIDAMOLE 25 MG PO TABS [2528],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
52565-008-14,,52565-008-14,,,,,LIDOCAINE 5 % EX OINT [41831],1029.2,1029.2,,,,,,,,,,,,,,,,,,
5258,636,J0461,,,,,ATROPINE SULFATE 0.4 MG/ML IJ SOLN [731],31.2,31.2,0.22,0.22,,,,,,,,,,,0.22,,,,,
52800-48816,,52800-48816,,,,,LUBRIDERM EX LOTN [4616],8.1,8.1,,,,,,,,,,,,,,,,,,
52817-210-10,,52817-210-10,,,,,CYPROHEPTADINE HCL 4 MG PO TABS [2033],6,6,,,,,,,,,,,,,,,,,,
5358,250,,,,,,MAGNESIUM CITRATE PO SOLN [4712],6.9,6.9,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5367,250,,,,,,ASPIRIN EC 81 MG PO TBEC [14113],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5398,250,,,,,,TUBERCULIN PPD 5 UNIT/0.1ML ID SOLN [8259],346.5,346.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5413,250,,,,,,SIMETHICONE 80 MG PO CHEW [7227],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5419,250,,,,,,MULTIVITAMIN DAILY PO TABS [901058],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5424,250,,,,,,LATANOPROST 0.005 % OP SOLN [18621],308.8,308.8,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5448,636,J0153,,,,,ADENOSINE 3 MG/ML IV SOLN - SSM SO [901774],62.4,62.4,0,1.82,,,,,,,,,,0,1.69,,,,,1.82
5451,250,,,,,,RISPERIDONE 1 MG PO TABS [18313],14.9,14.9,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5463-1,250,,,,,,PHENAZOPYRIDINE HCL 100 MG PO TABS [6193],7.8,7.8,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5463-2,250,,,,,,PHENAZOPYRIDINE HCL 100 MG PO TABS [6193],8.8,8.8,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
54643-5649-1,,54643-5649-1,,,,,INFUVITE ADULT IV INJ [136424],39.5,39.5,,,,,,,,,,,,,,,,,,
54838-116-80,,54838-116-80,,,,,DOCUSATE SODIUM 50 MG/5ML PO LIQD [36962],60,60,,,,,,,,,,,,,,,,,,
5491,636,J0692,,,,,CEFEPIME HCL 1 GM IJ SOLR [16369],31,31,2.34,2.34,,,,,,,,,,,2.34,,,,,
55111-256-60,,55111-256-60,,,,,ZIPRASIDONE HCL 20 MG PO CAPS [29778],28.9,28.9,,,,,,,,,,,,,,,,,,
5515,250,,,,,,THERMOTABS PO TABS [7872],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
55150-113-10,,J0290,,,,,AMPICILLIN SODIUM 1 GM IJ SOLR [469],31,31,,,,,,,,,,,,,,,,,,
55150-116-20,,J0295,,,,,AMPICILLIN-SULBACTAM SODIUM 1-0.5 GM IJ SOLR [9083],31,31,,,,,,,,,,,,,,,,,,
55150-119-30,,J2543,,,,,PIPERACILLIN -TAZOBACTAM 2.25 (2-0.25) G IV SOLR [18304],47.2,47.2,,,,,,,,,,,,,,,,,,
55150-120-30,,J2543,,,,,PIPERACILLIN -TAZOBACTAM 3.375 (3-0.375) G IV SOLR [18303],70.8,70.8,,,,,,,,,,,,,,,,,,
55150-121-50,,J2543,,,,,PIPERACILLIN -TAZOBACTAM 4.5 (4-0.5) G IV SOLR [18302],89.6,89.6,,,,,,,,,,,,,,,,,,
55150-155-20,,J0133,,,,,ACYCLOVIR SODIUM 50 MG/ML IV SOLN [23128],97.5,97.5,,,,,,,,,,,,,,,,,,
55150-169-10,,55150-169-10,,,,,BUPIVACAINE HCL (PF) 0.5 % IJ SOLN [122216],31,31,,,,,,,,,,,,,,,,,,
55150-194-10,,55150-194-10,,,,,ESMOLOL HCL 100 MG/10ML IV SOLN [82868],31,31,,,,,,,,,,,,,,,,,,
55150-222-20,,55150-222-20,,,,,ETOMIDATE 2 MG/ML IV SOLN [20472],36.1,36.1,,,,,,,,,,,,,,,,,,
5521,636,J8499.205,,,,,MONTELUKAST SODIUM 10 MG PO TABS [22509],6,6,,,,,,,,,,,,,,,,,,
5545,636,J0696,,,,,CEFTRIAXONE SODIUM 500 MG IJ SOLR [9490],87.4,87.4,0,0.47,0,,,,,,,,,,0.45,,,,,0.47
55513-710-01,,J0897,,,,,DENOSUMAB 60 MG/ML SC SOSY [164547],5281.6,5281.6,,,,,,,,,,,,,,,,,,
5558,636,J0694,,,,,CEFOXITIN SODIUM 1 GM IV SOLR [9461],31,31,0,7.85,,,,,,,,,,0,7.85,,,,,
5577,250,,,,,,GLYBURIDE MICRONIZED 3 MG PO TABS [14778],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5627,250,,,,,,ACETAMINOPHEN 325 MG PO TABS [101],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5631,636,J1450,,,,,FLUCONAZOLE 200 MG IN NS 100 ML PREMIX [10049],72.8,72.8,,,,,,,,,,,,,,,,,,
5632,636,J1100,,,,,DEXAMETHASONE SODIUM PHOSPHATE 10 MG/ML IJ SOLN SSM SO [900359],31,31,0.81,1.53,1.53,,,,,,,,,,0.81,,,,,
5651,250,,,,,,ACETAMINOPHEN-CODEINE 120-12 MG/5ML PO SOLN [14468],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5658,250,,,,,,MORPHINE SULFATE 15 MG PO TABS [5178],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5669,250,,,,,,AMLODIPINE BESYLATE 5 MG PO TABS [9071],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5720,636,J8597.001,,,,,OLANZAPINE 5 MG PO TABS [17936],43,43,,,,,,,,,,,,,,,,,,
5721,250,,,,,,POTASSIUM CHLORIDE ER 10 MEQ PO TBCR [12184],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
57237-005-11,,57237-005-11,,,,,FLUCONAZOLE 150 MG PO TABS [13577],45.3,45.3,,,,,,,,,,,,,,,,,,
57237-042-30,,57237-042-30,,,,,VALACYCLOVIR HCL 500 MG PO TABS [13133],23.5,23.5,,,,,,,,,,,,,,,,,,
57513-5649-1,,57513-5649-1,,,,,INFUVITE ADULT IV INJ [136424],31,31,,,,,,,,,,,,,,,,,,
5766,636,J2310,,,,,NALOXONE HCL 0.4 MG/ML IJ SSM SO [152879],77.1,77.1,,,,,,,,,,,,,,,,,,
57896-181-05,,57896-181-05,,,,,ARTIFICIAL TEARS OPHTHALMIC SOLN [901057],6,6,,,,,,,,,,,,,,,,,,
57896-921-01,,57896-921-01,,,,,ASPIRIN 325 MG PO TBEC [685],6,6,,,,,,,,,,,,,,,,,,
5793,636,J7644,,,,,IPRATROPIUM BROMIDE 0.02 % IN SOLN [12580],6,6,,,,,,,,,,,,,,,,,,
58160-821-01,,90746,,,,,HEPATITIS B VAC RECOMBINANT 20 MCG/ML IJ SUSP [27326],240.8,240.8,,,,,,,,,,,,,,,,,,
58160-825-52,,90633,,,,,HEPATITIS A VACCINE 720 EL U/0.5ML IM SUSP [175568],135.5,135.5,,,,,,,,,,,,,,,,,,
58160-885-52,,90686,,,,,INFLUENZA FLUARIX QUADRIVALENT 0.5 ML IM SUSY [146323],67,67,,,,,,,,,,,,,,,,,,
58160-966-01,,90675,,,,,"RABIES VACCINE, PCEC IM SUSR [22120]",1407.9,1407.9,,,,,,,,,,,,,,,,,,
5852,250,,,,,,CHARCOAL ACTIVATED PO LIQD [27099],77.3,77.3,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5876,250,,,,,,VITAMIN E 400 UNITS PO CAPS SSM SO [903557],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5883,250,,,,,,CALCIUM CARBONATE ANTACID 500 MG PO CHEW SSM SO [903495],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5924,250,,,,,,SILVER NITRATE-POT NITRATE 75-25 % EX MISC [11359],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5939,250,,,,,,AMMONIA AROMATIC IN INHA [439],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
59651-018-90,,59651-018-90,,,,,NIACIN ER (ANTIHYPERLIPIDEMIC) 500 MG PO TBCR [27181],13.8,13.8,,,,,,,,,,,,,,,,,,
5967,636,J8499.088,,,,,CETIRIZINE HCL 10 MG PO TABS [9506],8.2,8.2,,,,,,,,,,,,,,,,,,
59676-320-00,,Q4081,,,,,EPOETIN ALFA 20000 UNIT/ML IJ SOLN [14643],2084.6,2084.6,,,,,,,,,,,,,,,,,,
59676-320-04,,Q4081,,,,,EPOETIN ALFA 20000 UNIT/ML IJ SOLN [14643],2084.6,2084.6,,,,,,,,,,,,,,,,,,
5968,250,,,,,,VITAMIN B-6 100 MG PO TABS [8664],6,6,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5970,636,J8610,,,,,METHOTREXATE 2.5 MG PO TABS [4973],13.2,13.2,,,,,,,,,,,,,,,,,,
59746-324-30,,59746-324-30,,,,,VALACYCLOVIR HCL 500 MG PO TABS [13133],23.5,23.5,,,,,,,,,,,,,,,,,,
59746-383-06,,59746-383-06,,,,,TERAZOSIN HCL 1 MG PO CAPS [14550],6,6,,,,,,,,,,,,,,,,,,
59762-0073-1,,59762-0073-1,,,,,HYDROCORTISONE 5 MG PO TABS [10209],6,6,,,,,,,,,,,,,,,,,,
59762-1061-1,,59762-1061-1,,,,,DIPHENOXYLATE-ATROPINE 2.5-0.025 MG PO TABS [2516],6,6,,,,,,,,,,,,,,,,,,
59762-3304-3,,59762-3304-3,,,,,NITROGLYCERIN 0.4 MG SL SUBL [5604],6,6,,,,,,,,,,,,,,,,,,
59762-3719-1,,59762-3719-1,,,,,ALPRAZOLAM 0.25 MG PO TABS [324],6,6,,,,,,,,,,,,,,,,,,
59762-3720-1,,59762-3720-1,,,,,ALPRAZOLAM 0.5 MG PO TABS [325],6,6,,,,,,,,,,,,,,,,,,
59762-5310-1,,59762-5310-1,,,,,PRAZOSIN HCL 1 MG PO CAPS [6468],6,6,,,,,,,,,,,,,,,,,,
5982,250,,,,,,NITROGLYCERIN 0.4 MG/HR TD PT24 [27474],9.5,9.5,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
5994,250,,,,,,PIOGLITAZONE HCL 15 MG PO TABS [25528],22.8,22.8,0,34.87,0.37,,31,,,,,,,0,9.79,,0,,,34.87
60000250,,86849,,,,,LCHG PROTHROMBIN AB IGG,236,236,,,,,,,,,,,,,,,,,,
60000420,,81381,,,,,LCHG HLA-B 5701,359.5,359.5,,,,,,,,,,,,,,,,,,
60000540,,81270,,,,,LCHG JAK2 GENE V6172F QUAL,1000,1000,,,,,,,,,,,,,,,,,,
60000560,,88185,,,,,LCHG FLOW CELL ZAP70 ADD EACH MARKER,476,476,,,,,,,,,,,,,,,,,,
60000562,,88184,,,,,LCHG FLOW CELL ZAP70 1ST MARKER,476,476,,,,,,,,,,,,,,,,,,
60001320,,86022,,,,,LCHG PLATELET AB REF,1348,1348,,,,,,,,,,,,,,,,,,
60001480,,87801,,,,,LCHG DNA OR RNA MULTI ORG AMPL PROBE,129,129,,,,,,,,,,,,,,,,,,
600016,,600016,,,,,AMIKACIN CUSTOM IVPB [600016],0,0,,,,,,,,,,,,,,,,,,
60001710,,83727,,,,,LCHG LUTEINIZING RELEASING FACTOR,461.5,461.5,,,,,,,,,,,,,,,,,,
60001770,,83921,,,,,LCHG METHYLMALONIC ACID QUANT URINE,81,81,,,,,,,,,,,,,,,,,,
60001991,,80371,,,,,LCHG BATH SALTS URINE II,14,14,,,,,,,,,,,,,,,,,,
60003090,,85610,,,,,LCHG PT INHIBITOR SCREEN,125,125,,,,,,,,,,,,,,,,,,
600031,,600031,,,,,AMPICILLIN-SULBACTAM 3 G IN 100 ML YES COMP [600031],0,0,,,,,,,,,,,,,,,,,,
60003221,,80371,,,,,LCHG BATH SALTS BLOOD I,595,595,,,,,,,,,,,,,,,,,,
60003440,,87390,,,,,LCHG HIV P24 ANTIGEN,113,113,,,,,,,,,,,,,,,,,,
600035,,600035,,,,,AZITHROMYCIN 500 MG IN 250 ML YES COMP [600035],0,0,,,,,,,,,,,,,,,,,,
60003640,,83880,,,,,LCHG PRO BRAIN NATRIURETIC PEPTIDE,497.5,497.5,,,,,,,,,,,,,,,,,,
60003681,,80372,,,,,LCHG TRAPENTADOL+METABOLITE URINE CONF I,14,14,,,,,,,,,,,,,,,,,,
60003731,,80356,,,,,LCHG HEROIN BLOOD CONFIRMATION I,94,94,,,,,,,,,,,,,,,,,,
60003851,,80346,,,,,LCHG FLUNITRAZEPAM+METABOLITE BLOOD I,32,32,,,,,,,,,,,,,,,,,,
60003890,,85611,,,,,LCHG PT INHIBITOR MIX,125,125,,,,,,,,,,,,,,,,,,
60004093,,80375,,,,,LCHG DEXAMETHASONE LEVEL II,220,220,,,,,,,,,,,,,,,,,,
60004201,,82542,,,,,LCHG COENZYME Q10 I,328,328,,,,,,,,,,,,,,,,,,
60004650,,86696,,,,,LCHG HERPES SIMPLEX 2 GLYCOPROTEIN,226.25,226.25,,,,,,,,,,,,,,,,,,
60004660,,86701,,,,,LCHG HIV-1 ANTIBODY,32,32,,,,,,,,,,,,,,,,,,
60004860,,87633,,,,,LCHG RESPIRATORY VIRUS PNL PCR,189,189,,,,,,,,,,,,,,,,,,
60004970,,87651,,,,,LCHG STREP A DNA AMPLIFIED PROBE,130,130,44.57,44.57,,,,,,,,,,44.57,,,,,,
60005130,,85705,,,,,LCHG LUPUS LIKE ANTICOAGULANT,233,233,,,,,,,,,,,,,,,,,,
60005341,,80169,,,,,LCHG EVEROLIMUS LEVEL I,457,457,,,,,,,,,,,,,,,,,,
60005640,,85385,,,,,LCHG FIBRINOGEN ANTIGEN,201,201,,,,,,,,,,,,,,,,,,
60005801,,80373,,,,,LCHG TRAMADOL + METABOLITE BLOOD I,277.5,277.5,,,,,,,,,,,,,,,,,,
60005830,,83527,,,,,LCHG INSULIN FREE LEVEL,113,113,,,,,,,,,,,,,,,,,,
60006460,,87147,,,,,LCHG ORGANISM ID STAPH,13,13,,,,,,,,,,,,,,,,,,
60006720,,88150,,,,,LCHG CYTOLOGY CONVENTIONAL PAP SMEAR,50,50,,,,,,,,,,,,,,,,,,
60007241,,82397,,,,,LCHG ADALIMUMAB LEVEL I,222,222,,,,,,,,,,,,,,,,,,
60007270,,82523,,,,,LCHG C-TELOPEPTIDE CROSSL BLOOD,230,230,,,,,,,,,,,,,,,,,,
60007780,,87661,,,,,LCHG TRICHOMONAS VAGINALIS AMPLIFIED PROBE,129,129,,,,,,,,,,,,,,,,,,
60008132,,81243,,,,,LCHG FMR1 GENE DETECTION FRAGILE X III,640,640,,,,,,,,,,,,,,,,,,
60008141,,81244,,,,,LCHG FMR1 GENE CHARACTERIZ FRAGILE X II,640,640,,,,,,,,,,,,,,,,,,
60008670,,82397,,,,,LCHG INFLIXMAB ANTIBODY,317,317,,,,,,,,,,,,,,,,,,
60008871,,80369,,,,,LCHG CARISOPRODOL BLOOD I,32,32,,,,,,,,,,,,,,,,,,
60009010,,88367,,,,,LCHG INSITU HYBRIDIZATION AUTO,168,168,,,,,,,,,,,,,,,,,,
60009040,,81402,,,,,LCHG MOPATH PROCEDURE LEVEL 3 MPL,1350,1350,,,,,,,,,,,,,,,,,,
60009181,,80349,,,,,LCHG CANNABINOIDS URINE CONFIRM II,117,117,,,,,,,,,,,,,,,,,,
60009360,,88342,,,,,LCHG IHC ADTL STN REF PC,160,160,,,,,,,,,,,,,,,,,,
60009530,,86235,,,,,LCHG CENTROMERE B ANTIBODY,225,225,,,,,,,,,,,,,,,,,,
60009590,,87556,,,,,LCHG MYCOBACTERIUM TB PCR,316,316,,,,,,,,,,,,,,,,,,
60009790,,84449,,,,,LCHG CORTISOL BINDING GLOBULIN,173,173,,,,,,,,,,,,,,,,,,
60009920,,84181,,,,,LCHG HSV 1+2 WESTERN BLOT,609,609,,,,,,,,,,,,,,,,,,
60010002,,80329,,,,,LCHG ACETAMINOPHEN LEVEL II,32,32,,,,,,,,,,,,,,,,,,
60010004,,80307,,,,,LCHG ACETAMINOPHEN LEVEL IV,201,201,,,,,,,,,,,,,,,,,,
60010011,,80335,,,,,LCHG AMITRIPTYLINE LEVEL I,231,231,,,,,,,,,,,,,,,,,,
60010031,,80346,,,,,LCHG CLONAZEPAM LEVEL I,202,202,,,,,,,,,,,,,,,,,,
60010050,,80150,,,,,LCHG AMIKACIN LEVEL PEAK,99,99,,,,,,,,,,,,,,,,,,
60010090,,80156,,,,,LCHG CARBAMAZEPINE LEVEL TOTAL,148,148,,,,,,,,,,,,,,,,,,
60010100,,80150,,,,,LCHG AMIKACIN LEVEL TROUGH,99,99,,,,,,,,,,,,,,,,,,
60010140,,80158,,,,,LCHG CYCLOSPORINE LEVEL,181,181,,,,,,,,,,,,,,,,,,
60010170,,80164,,,,,LCHG VALPROIC ACID LEVEL,249,249,8.63,8.63,,,,,,,,,,8.63,,,,,,
60010190,,80168,,,,,LCHG ETHOSUXIMIDE LEVEL,172,172,,,,,,,,,,,,,,,,,,
60010241,,80335,,,,,LCHG NORTRIPTYLINE LEVEL BLOOD I,183.5,183.5,,,,,,,,,,,,,,,,,,
60010280,,80186,,,,,LCHG PHENYTOIN FREE LEVEL,91,91,,,,,,,,,,,,,,,,,,
60010300,,86160,,,,,LCHG COMPLEMENT C3,123,123,,,,,,,,,,,,,,,,,,
60010360,,80173,,,,,LCHG HALOPERIDOL LEVEL,361.5,361.5,,,,,,,,,,,,,,,,,,
60010400,,82378,,,,,LCHG CEA BLOOD,221,221,,,,,,,,,,,,,,,,,,
60010420,,80061,,,,,LCHG LIPID PROFILE,200,200,0.93,0.93,,,,,,,,,,0.93,,,,,,
60010450,,82533,,,,,LCHG CORTISOL BLOOD,173,173,,,,,,,,,,,,,,,,,,
60010460,,82533,,,,,LCHG CORTISOL BLOOD AM,198,198,,,,,,,,,,,,,,,,,,
60010470,,82533,,,,,LCHG CORTISOL BLOOD PM,198,198,,,,,,,,,,,,,,,,,,
60010500,,80162,,,,,LCHG DIGOXIN LEVEL,206,206,,,,,,,,,,,,,,,,,,
60010535,,80368,,,,,LCHG METHAQUALONE URINE CONFIRM III,14,14,,,,,,,,,,,,,,,,,,
60010550,,82728,,,,,LCHG FERRITIN,219,219,,,,,,,,,,,,,,,,,,
60010590,,86705,,,,,LCHG HEPATITIS B CORE ANTIBODY IGM,78,78,,,,,,,,,,,,,,,,,,
60010600,,80170,,,,,LCHG GENTAMICIN LEVEL PEAK,219,219,,,,,,,,,,,,,,,,,,
60010610,,86708,,,,,LCHG HEPATITIS A ANTIBODY,151,151,,,,,,,,,,,,,,,,,,
60010620,,80170,,,,,LCHG GENTAMICIN LEVEL RANDOM,219,219,,,,,,,,,,,,,,,,,,
60010640,,86709,,,,,LCHG HEPATITIS A ANTIBODY IGM,21,21,,,,,,,,,,,,,,,,,,
60010650,,80170,,,,,LCHG GENTAMICIN LEVEL TROUGH,218,218,,,,,,,,,,,,,,,,,,
60010660,,86803,,,,,LCHG HEPATITIS C ANTIBODY,248,248,,,,,,,,,,,,,,,,,,
60010661,,86803,,,,,LCHG HEPATITIS C ANTIBODY I,351,351,,,,,,,,,,,,,,,,,,
60010670,,84703,,,,,LCHG HCG BLOOD QUALITATIVE,146,146,,,,,,,,,,,,,,,,,,
60010700,,83010,,,,,LCHG HAPTOGLOBIN,173,173,,,,,,,,,,,,,,,,,,
60010701,,83010,,,,,LCHG HAPTOGLOBIN I,87,87,,,,,,,,,,,,,,,,,,
60010750,,82784,,,,,LCHG IGA BLOOD,226,226,,,,,,,,,,,,,,,,,,
60010800,,82784,,,,,LCHG IGG BLOOD,110,110,,,,,,,,,,,,,,,,,,
60010801,,82784,,,,,LCHG IGG BLOOD I,102,102,,,,,,,,,,,,,,,,,,
60010850,,82784,,,,,LCHG IGM BLOOD,56,56,,,,,,,,,,,,,,,,,,
60010860,,80074,,,,,LCHG HEPATITIS SCREEN ACUTE,266,266,,,,,,,,,,,,,,,,,,
60010870,,82785,,,,,LCHG IGE,52,52,,,,,,,,,,,,,,,,,,
60010900,,82552,,,,,LCHG CK ISOENZYMES,89,89,,,,,,,,,,,,,,,,,,
60011000,,80184,,,,,LCHG PHENOBARBITAL LEVEL,191,191,,,,,,,,,,,,,,,,,,
60011040,,84480,,,,,LCHG T3 TOTAL,72,72,,,,,,,,,,,,,,,,,,
60011150,,84166,,,,,LCHG PROTEIN ELECTROPHORESIS CSF,204,204,,,,,,,,,,,,,,,,,,
60011200,,84165,,,,,LCHG PROTEIN ELECTROPHORESIS BLOOD,61,61,,,,,,,,,,,,,,,,,,
60011250,,84166,,,,,LCHG PROTEIN ELECTROPHORESIS URINE TIMED,79,79,,,,,,,,,,,,,,,,,,
60011354,,80307,,,,,LCHG SALICYLATE LEVEL BLOOD IV,129,129,,,,,,,,,,,,,,,,,,
60011400,,84479,,,,,LCHG T3 UPTAKE,72,72,,,,,,,,,,,,,,,,,,
60011450,,84436,,,,,LCHG T4 TOTAL,118,118,,,,,,,,,,,,,,,,,,
60011470,,84439,,,,,LCHG T4 FREE,150,150,7.54,7.54,,,,,,,,,,7.54,,,,,,
60011500,,80198,,,,,LCHG THEOPHYLLINE LEVEL,244,244,,,,,,,,,,,,,,,,,,
60011600,,84443,,,,,LCHG TSH,190,190,15.98,15.98,,,,,,,,,,15.98,,,,,,
60011650,,80200,,,,,LCHG TOBRAMICIN LEVEL PEAK,222,222,,,,,,,,,,,,,,,,,,
60011670,,80200,,,,,LCHG TOBRAMICIN LEVEL RANDOM,94,94,,,,,,,,,,,,,,,,,,
60011700,,80200,,,,,LCHG TOBRAMICIN LEVEL TROUGH,94,94,,,,,,,,,,,,,,,,,,
60011750,,80202,,,,,LCHG VANCOMYCIN LEVEL PEAK,257,257,,,,,,,,,,,,,,,,,,
60011800,,80202,,,,,LCHG VANCOMYCIN LEVEL TROUGH,257,257,,,,,,,,,,,,,,,,,,
60011880,,82951,,,,,LCHG GTT 3 SPEC + DOSE,122,122,,,,,,,,,,,,,,,,,,
60011890,,82952,,,,,LCHG GTT EACH ADD SPEC,65,65,,,,,,,,,,,,,,,,,,
60012000,,82009,,,,,LCHG ACETONE BLOOD QUALITATIVE,85,85,,,,,,,,,,,,,,,,,,
60012010,,82436,,,,,LCHG CHLORIDE URINE RANDOM,32,32,,,,,,,,,,,,,,,,,,
60012060,,84066,,,,,LCHG PROSTATIC ACID PHOSPHATASE,116.5,116.5,,,,,,,,,,,,,,,,,,
60012100,,82040,,,,,LCHG ALBUMIN BLOOD,67,67,,,,,,,,,,,,,,,,,,
60012152,,80320,,,,,LCHG ALCOHOL ETHYL BLOOD II,32,32,,,,,,,,,,,,,,,,,,
60012155,,80307,,,,,LCHG ALCOHOL ETHYL BLOOD V,218,218,,,,,,,,,,,,,,,,,,
60012200,,84075,,,,,LCHG ALKALINE PHOSPHATASE BLOOD,73,73,,,,,,,,,,,,,,,,,,
60012250,,82140,,,,,LCHG AMMONIA,249,249,,,,,,,,,,,,,,,,,,
60012251,,82140,,,,,LCHG AMMONIA URINE TIMED,83,83,,,,,,,,,,,,,,,,,,
60012290,,82805,,,,,LCHG BLOOD GASES CAPILLARY,175,175,,,,,,,,,,,,,,,,,,
60012300,,82150,,,,,LCHG AMYLASE BLOOD,104,104,6.21,6.21,,,,,,,,,,6.21,,,,,,
60012350,,82150,,,,,LCHG AMYLASE FLUID,66.25,66.25,6.21,6.21,,,,,,,,,,6.21,,,,,,
60012500,,82607,,,,,LCHG VITAMIN B12,190,190,11.68,11.68,,,,,,,,,,11.68,,,,,,
60012620,,82248,,,,,LCHG BILIRUBIN DIRECT,69,69,,,,,,,,,,,,,,,,,,
60012650,,82247,,,,,LCHG BILIRUBIN TOTAL BLOOD,70,70,4.54,4.54,,,,,,,,,,4.54,,,,,,
60012690,,82805,,,,,LCHG BLOOD GASES ARTERIAL,175,175,,,,,,,,,,,,,,,,,,
600127,,600127,,,,,IV FLUID WITH MVI [600127],0,0,,,,,,,,,,,,,,,,,,
60012800,,84520,,,,,LCHG BUN,98,98,,,,,,,,,,,,,,,,,,
60012850,,82310,,,,,LCHG CALCIUM BLOOD,62,62,,,,,,,,,,,,,,,,,,
60012860,,82330,,,,,LCHG CALCIUM IONIZED BLOOD,84,84,,,,,,,,,,,,,,,,,,
60012870,,82375,,,,,LCHG CARBON MONOXIDE,126,126,,,,,,,,,,,,,,,,,,
60012900,,82340,,,,,LCHG CALCIUM URINE TIMED,83,83,,,,,,,,,,,,,,,,,,
60012950,,82150,,,,,LCHG AMYLASE URINE TIMED,35.6,35.6,6.21,6.21,,,,,,,,,,6.21,,,,,,
60013000,,82374,,,,,LCHG CARBON DIOXIDE,70,70,,,,,,,,,,,,,,,,,,
60013100,,82438,,,,,LCHG CHLORIDE FLUID,94,94,,,,,,,,,,,,,,,,,,
60013300,,82465,,,,,LCHG CHOLESTEROL BLOOD,78,78,,,,,,,,,,,,,,,,,,
60013320,,82530,,,,,LCHG CORTISOL URINE FREE,228,228,,,,,,,,,,,,,,,,,,
60013350,,83718,,,,,LCHG HDL CHOLESTEROL,50,50,,,,,,,,,,,,,,,,,,
60013400,,82550,,,,,LCHG CK BLOOD,101,101,,,,,,,,,,,,,,,,,,
60013420,,82553,,,,,LCHG CKMB,147,147,,,,,,,,,,,,,,,,,,
60013550,,82575,,,,,LCHG CREATININE CLEARANCE URINE TIMED,94,94,,,,,,,,,,,,,,,,,,
60013600,,82570,,,,,LCHG CREATININE FLUID,32,32,,,,,,,,,,,,,,,,,,
60013650,,82565,,,,,LCHG CREATININE BLOOD,73,73,,,,,,,,,,,,,,,,,,
